Iteration,Label,Confidence Score,x_min,y_min,x_max,y_max
38,"['wheel', 'wheel', 'wheel', 'wheel']",[0.8044059  0.38029853 0.45931864 0.4210756 ],"[725.9808349609375, 0.6857395172119141, 0.2508735656738281, 79.09030151367188]","[357.2486572265625, 356.72979736328125, 358.0841369628906, 358.10369873046875]","[934.0538330078125, 169.34445190429688, 127.46954345703125, 170.09463500976562]","[545.176513671875, 520.9922485351562, 521.1785278320312, 507.0002136230469]"
39,"['wheel', 'wheel']",[0.55084896 0.8449215 ],"[0.7006549835205078, 750.9761962890625]","[356.2440185546875, 357.1567687988281]","[187.00889587402344, 960.6915893554688]","[522.4912719726562, 544.2160034179688]"
40,"['wheel', 'wheel', 'wheel', 'wheel']",[0.8365546  0.467818   0.35846534 0.38352585],"[775.3194580078125, 0.9140300750732422, 101.13704681396484, 0.29819488525390625]","[357.35919189453125, 356.3966979980469, 357.435546875, 357.5798034667969]","[987.8360595703125, 204.08775329589844, 205.0848388671875, 165.0297393798828]","[545.5653686523438, 523.8174438476562, 508.9392395019531, 523.2942504882812]"
41,"['wheel', 'wheel']",[0.8774768 0.8322367],"[800.708740234375, 1.332855224609375]","[357.3945007324219, 356.4670104980469]","[1015.828857421875, 222.4229736328125]","[546.5693969726562, 525.16650390625]"
42,"['wheel', 'wheel']",[0.88563144 0.84796774],"[823.3905029296875, 18.308897018432617]","[357.6378479003906, 356.9410095214844]","[1043.314208984375, 241.6566162109375]","[547.670166015625, 525.5444946289062]"
43,"['wheel', 'wheel']",[0.8824279 0.8044059],"[849.4235229492188, 37.084510803222656]","[357.377197265625, 356.46722412109375]","[1073.08642578125, 259.654052734375]","[548.9935913085938, 526.3799438476562]"
44,"['wheel', 'wheel']",[0.87663436 0.8267118 ],"[873.3800048828125, 54.069297790527344]","[357.16070556640625, 356.35626220703125]","[1101.359375, 277.2472839355469]","[550.5535888671875, 527.6255493164062]"
45,"['wheel', 'wheel']",[0.8697146  0.80069196],"[898.994873046875, 74.29173278808594]","[357.3813171386719, 356.9794921875]","[1130.0654296875, 295.0611572265625]","[552.9270629882812, 528.1143798828125]"
46,"['wheel', 'wheel']",[0.87578696 0.79310596],"[924.26025390625, 93.25074005126953]","[356.9598693847656, 356.6157531738281]","[1160.367919921875, 314.7776794433594]","[553.6559448242188, 528.4952392578125]"
47,"['wheel', 'wheel']",[0.89029425 0.8344069 ],"[950.304443359375, 113.10200500488281]","[356.960205078125, 356.8562927246094]","[1189.1881103515625, 334.0054931640625]","[553.9096069335938, 530.3728637695312]"
48,"['wheel', 'wheel']",[0.880797  0.8080672],"[975.353271484375, 132.7886962890625]","[356.90948486328125, 356.6770935058594]","[1218.949462890625, 352.5848693847656]","[554.7598876953125, 530.8888549804688]"
49,"['wheel', 'wheel']",[0.84695786 0.8872046 ],"[153.4561767578125, 1001.8976440429688]","[356.2596130371094, 357.07196044921875]","[372.22021484375, 1251.377197265625]","[531.3989868164062, 555.822265625]"
50,"['wheel', 'wheel']",[0.880797   0.83761996],"[1028.2508544921875, 172.62326049804688]","[357.1356506347656, 356.6387939453125]","[1279.107421875, 391.57232666015625]","[557.6273803710938, 532.1363525390625]"
51,"['wheel', 'wheel']",[0.86153823 0.87831426],"[193.14208984375, 1055.3818359375]","[356.8794250488281, 357.23284912109375]","[412.1038818359375, 1279.4178466796875]","[533.63671875, 558.674072265625]"
52,"['wheel', 'wheel']",[0.8749346 0.880797 ],"[212.87750244140625, 1082.1397705078125]","[357.0180358886719, 357.3416442871094]","[432.55584716796875, 1279.0782470703125]","[535.0267333984375, 557.9410400390625]"
53,"['wheel', 'wheel']",[0.8824279  0.87663436],"[234.7554168701172, 1109.737060546875]","[356.357421875, 356.823974609375]","[452.648681640625, 1279.3468017578125]","[535.4719848632812, 559.939697265625]"
54,"['wheel', 'wheel']",[0.8723474 0.8723474],"[255.4672088623047, 1136.673583984375]","[356.7916564941406, 357.0270690917969]","[473.2752990722656, 1279.3232421875]","[537.0152587890625, 559.30615234375]"
55,"['wheel', 'wheel']",[0.8697146  0.85776806],"[276.39569091796875, 1165.176513671875]","[356.3201599121094, 357.81317138671875]","[492.6293640136719, 1279.53564453125]","[538.2042236328125, 560.1102294921875]"
56,"['wheel', 'wheel']",[0.8624676 0.8092759],"[297.67803955078125, 1193.58544921875]","[356.07183837890625, 361.7135314941406]","[513.4796752929688, 1279.646728515625]","[538.7265014648438, 557.0189208984375]"
57,"['wheel', 'wheel']",[0.8688268  0.48169762],"[318.6969909667969, 1222.5640869140625]","[356.0860900878906, 374.0382080078125]","[534.39111328125, 1279.5863037109375]","[539.7666015625, 551.7748413085938]"
58,"['wheel', 'wheel']",[0.880797   0.47499645],"[340.8393859863281, 1251.882568359375]","[356.7530212402344, 397.85699462890625]","[556.0894165039062, 1279.665283203125]","[540.7364501953125, 525.95458984375]"
59,['wheel'],[0.9161096],[362.8762512207031],[356.1877746582031],[578.0444946289062],[542.502197265625]
60,['wheel'],[0.9241418],[385.2286071777344],[355.93963623046875],[600.223876953125],[543.7293090820312]
61,['wheel'],[0.9263037],[408.1608581542969],[356.8658447265625],[621.765869140625],[545.140380859375]
62,['wheel'],[0.93045825],[430.960693359375],[356.2676086425781],[644.2815551757812],[545.5186157226562]
63,['wheel'],[0.9124362],[454.53753662109375],[356.2707824707031],[665.3966064453125],[546.479248046875]
64,['wheel'],[0.9314625],[479.1313171386719],[356.5055847167969],[689.8877563476562],[547.9208984375]
65,['wheel'],[0.9273633],[503.7549133300781],[356.0980529785156],[712.5401611328125],[548.9022827148438]
66,['wheel'],[0.92944044],[527.0269775390625],[356.5556640625],[737.4669189453125],[550.19091796875]
67,['wheel'],[0.92944044],[550.1931762695312],[356.719482421875],[761.544189453125],[551.280029296875]
68,['wheel'],[0.9252299],[575.7506713867188],[357.1834411621094],[786.3565063476562],[552.72509765625]
69,['wheel'],[0.9334308],[601.2747192382812],[356.5302429199219],[812.948486328125],[553.8584594726562]
70,['wheel'],[0.93045825],[625.7251586914062],[357.3668518066406],[842.2919311523438],[554.3558349609375]
71,['wheel'],[0.9230392],[651.15234375],[356.8893737792969],[869.8110961914062],[555.3665771484375]
72,['wheel'],[0.9241418],[677.2626342773438],[357.10205078125],[898.7301025390625],[557.070556640625]
73,['wheel'],[0.9230392],[703.1031494140625],[357.3157043457031],[927.7918701171875],[559.2518310546875]
74,['wheel'],[0.9273633],[730.1126098632812],[357.0133361816406],[957.13671875],[560.3939819335938]
75,['wheel'],[0.9324533],[757.1273803710938],[356.685791015625],[987.4984741210938],[561.7037353515625]
76,['wheel'],[0.9241418],[782.2066650390625],[356.57757568359375],[1017.8546752929688],[562.580322265625]
77,['wheel'],[0.9230392],[806.4981079101562],[356.729736328125],[1048.0909423828125],[564.0476684570312]
78,['wheel'],[0.9219218],[830.7349243164062],[356.47064208984375],[1080.049560546875],[565.5284423828125]
79,['wheel'],[0.91490096],[856.0511474609375],[356.2487487792969],[1110.681640625],[566.2234497070312]
80,['wheel'],[0.9005298],[881.1129760742188],[356.10107421875],[1142.0498046875],[568.2926025390625]
81,['wheel'],[0.9184803],[906.3605346679688],[355.87664794921875],[1174.7945556640625],[569.886962890625]
82,['wheel'],[0.9073123],[930.7968139648438],[356.1927795410156],[1208.527587890625],[570.89794921875]
83,['wheel'],[0.91367656],[957.3804321289062],[355.9493408203125],[1240.634033203125],[572.2258911132812]
84,['wheel'],[0.908618],[982.964599609375],[356.26055908203125],[1273.20263671875],[574.6839599609375]
85,['wheel'],[0.908618],[1009.3223876953125],[355.99249267578125],[1278.973876953125],[575.136962890625]
86,['wheel'],[0.91117966],[1035.5616455078125],[355.9869079589844],[1279.400146484375],[575.4606323242188]
87,['wheel'],[0.9032942],[1063.5003662109375],[355.476806640625],[1279.4395751953125],[576.5631103515625]
88,['wheel'],[0.8872046],[1089.5006103515625],[355.4077453613281],[1278.9730224609375],[576.6209106445312]
89,['wheel'],[0.88563144],[1117.455078125],[355.3499755859375],[1279.0755615234375],[576.5175170898438]
90,['wheel'],[0.84695786],[1144.7279052734375],[356.34185791015625],[1279.22607421875],[576.1102294921875]
91,['wheel'],[0.8333246],[1172.1632080078125],[357.39886474609375],[1279.2647705078125],[566.5610961914062]
92,['wheel'],[0.8221891],[1201.228515625],[363.98272705078125],[1279.4720458984375],[556.4287109375]
93,['wheel'],[0.8840393],[1230.323974609375],[379.9397277832031],[1279.6129150390625],[547.3385620117188]
94,['wheel'],[0.6757646],[1259.28564453125],[406.1531677246094],[1279.6993408203125],[515.8884887695312]
95,n/a,n/a,0,0,0,0
96,n/a,n/a,0,0,0,0
97,n/a,n/a,0,0,0,0
98,n/a,n/a,0,0,0,0
99,n/a,n/a,0,0,0,0
100,n/a,n/a,0,0,0,0
101,n/a,n/a,0,0,0,0
102,n/a,n/a,0,0,0,0
103,n/a,n/a,0,0,0,0
104,n/a,n/a,0,0,0,0
105,n/a,n/a,0,0,0,0
106,n/a,n/a,0,0,0,0
107,n/a,n/a,0,0,0,0
108,n/a,n/a,0,0,0,0
109,n/a,n/a,0,0,0,0
110,n/a,n/a,0,0,0,0
111,n/a,n/a,0,0,0,0
112,n/a,n/a,0,0,0,0
113,n/a,n/a,0,0,0,0
114,n/a,n/a,0,0,0,0
115,n/a,n/a,0,0,0,0
116,n/a,n/a,0,0,0,0
117,n/a,n/a,0,0,0,0
118,n/a,n/a,0,0,0,0
119,n/a,n/a,0,0,0,0
120,n/a,n/a,0,0,0,0
121,n/a,n/a,0,0,0,0
122,n/a,n/a,0,0,0,0
123,n/a,n/a,0,0,0,0
124,n/a,n/a,0,0,0,0
125,n/a,n/a,0,0,0,0
126,n/a,n/a,0,0,0,0
127,n/a,n/a,0,0,0,0
128,n/a,n/a,0,0,0,0
129,n/a,n/a,0,0,0,0
130,n/a,n/a,0,0,0,0
131,n/a,n/a,0,0,0,0
132,n/a,n/a,0,0,0,0
133,n/a,n/a,0,0,0,0
134,n/a,n/a,0,0,0,0
135,n/a,n/a,0,0,0,0
136,n/a,n/a,0,0,0,0
137,n/a,n/a,0,0,0,0
138,n/a,n/a,0,0,0,0
139,n/a,n/a,0,0,0,0
140,n/a,n/a,0,0,0,0
141,n/a,n/a,0,0,0,0
142,n/a,n/a,0,0,0,0
143,n/a,n/a,0,0,0,0
144,n/a,n/a,0,0,0,0
145,n/a,n/a,0,0,0,0
146,n/a,n/a,0,0,0,0
147,n/a,n/a,0,0,0,0
148,n/a,n/a,0,0,0,0
149,n/a,n/a,0,0,0,0
150,n/a,n/a,0,0,0,0
151,n/a,n/a,0,0,0,0
152,n/a,n/a,0,0,0,0
153,n/a,n/a,0,0,0,0
154,n/a,n/a,0,0,0,0
155,n/a,n/a,0,0,0,0
156,n/a,n/a,0,0,0,0
157,n/a,n/a,0,0,0,0
158,n/a,n/a,0,0,0,0
159,n/a,n/a,0,0,0,0
160,n/a,n/a,0,0,0,0
161,n/a,n/a,0,0,0,0
162,n/a,n/a,0,0,0,0
163,n/a,n/a,0,0,0,0
164,n/a,n/a,0,0,0,0
165,n/a,n/a,0,0,0,0
166,n/a,n/a,0,0,0,0
167,n/a,n/a,0,0,0,0
168,n/a,n/a,0,0,0,0
169,n/a,n/a,0,0,0,0
170,n/a,n/a,0,0,0,0
171,n/a,n/a,0,0,0,0
172,n/a,n/a,0,0,0,0
173,n/a,n/a,0,0,0,0
174,n/a,n/a,0,0,0,0
175,n/a,n/a,0,0,0,0
176,n/a,n/a,0,0,0,0
177,n/a,n/a,0,0,0,0
178,n/a,n/a,0,0,0,0
179,n/a,n/a,0,0,0,0
180,n/a,n/a,0,0,0,0
181,n/a,n/a,0,0,0,0
182,n/a,n/a,0,0,0,0
183,n/a,n/a,0,0,0,0
184,n/a,n/a,0,0,0,0
185,n/a,n/a,0,0,0,0
186,n/a,n/a,0,0,0,0
187,n/a,n/a,0,0,0,0
188,n/a,n/a,0,0,0,0
189,n/a,n/a,0,0,0,0
190,n/a,n/a,0,0,0,0
191,n/a,n/a,0,0,0,0
192,n/a,n/a,0,0,0,0
193,n/a,n/a,0,0,0,0
194,n/a,n/a,0,0,0,0
195,n/a,n/a,0,0,0,0
196,n/a,n/a,0,0,0,0
197,n/a,n/a,0,0,0,0
198,n/a,n/a,0,0,0,0
199,n/a,n/a,0,0,0,0
200,n/a,n/a,0,0,0,0
201,n/a,n/a,0,0,0,0
202,n/a,n/a,0,0,0,0
203,n/a,n/a,0,0,0,0
204,n/a,n/a,0,0,0,0
205,n/a,n/a,0,0,0,0
206,n/a,n/a,0,0,0,0
207,n/a,n/a,0,0,0,0
208,n/a,n/a,0,0,0,0
209,n/a,n/a,0,0,0,0
210,n/a,n/a,0,0,0,0
211,n/a,n/a,0,0,0,0
212,n/a,n/a,0,0,0,0
213,n/a,n/a,0,0,0,0
214,n/a,n/a,0,0,0,0
215,n/a,n/a,0,0,0,0
216,n/a,n/a,0,0,0,0
217,n/a,n/a,0,0,0,0
218,n/a,n/a,0,0,0,0
219,n/a,n/a,0,0,0,0
220,n/a,n/a,0,0,0,0
221,n/a,n/a,0,0,0,0
222,n/a,n/a,0,0,0,0
223,n/a,n/a,0,0,0,0
224,n/a,n/a,0,0,0,0
225,n/a,n/a,0,0,0,0
226,n/a,n/a,0,0,0,0
227,n/a,n/a,0,0,0,0
228,n/a,n/a,0,0,0,0
229,n/a,n/a,0,0,0,0
230,n/a,n/a,0,0,0,0
231,n/a,n/a,0,0,0,0
232,n/a,n/a,0,0,0,0
233,n/a,n/a,0,0,0,0
234,n/a,n/a,0,0,0,0
235,n/a,n/a,0,0,0,0
236,n/a,n/a,0,0,0,0
237,n/a,n/a,0,0,0,0
238,n/a,n/a,0,0,0,0
239,n/a,n/a,0,0,0,0
240,n/a,n/a,0,0,0,0
241,n/a,n/a,0,0,0,0
242,n/a,n/a,0,0,0,0
243,n/a,n/a,0,0,0,0
244,n/a,n/a,0,0,0,0
245,n/a,n/a,0,0,0,0
246,n/a,n/a,0,0,0,0
247,n/a,n/a,0,0,0,0
248,n/a,n/a,0,0,0,0
249,n/a,n/a,0,0,0,0
250,n/a,n/a,0,0,0,0
251,n/a,n/a,0,0,0,0
252,n/a,n/a,0,0,0,0
253,n/a,n/a,0,0,0,0
254,n/a,n/a,0,0,0,0
255,n/a,n/a,0,0,0,0
256,n/a,n/a,0,0,0,0
257,n/a,n/a,0,0,0,0
258,n/a,n/a,0,0,0,0
259,n/a,n/a,0,0,0,0
260,n/a,n/a,0,0,0,0
261,n/a,n/a,0,0,0,0
262,n/a,n/a,0,0,0,0
263,n/a,n/a,0,0,0,0
264,n/a,n/a,0,0,0,0
265,n/a,n/a,0,0,0,0
266,n/a,n/a,0,0,0,0
267,n/a,n/a,0,0,0,0
268,n/a,n/a,0,0,0,0
269,n/a,n/a,0,0,0,0
270,n/a,n/a,0,0,0,0
271,n/a,n/a,0,0,0,0
272,n/a,n/a,0,0,0,0
273,n/a,n/a,0,0,0,0
274,n/a,n/a,0,0,0,0
275,n/a,n/a,0,0,0,0
276,n/a,n/a,0,0,0,0
277,n/a,n/a,0,0,0,0
278,n/a,n/a,0,0,0,0
279,n/a,n/a,0,0,0,0
280,n/a,n/a,0,0,0,0
281,n/a,n/a,0,0,0,0
282,n/a,n/a,0,0,0,0
283,n/a,n/a,0,0,0,0
284,n/a,n/a,0,0,0,0
285,n/a,n/a,0,0,0,0
286,n/a,n/a,0,0,0,0
287,n/a,n/a,0,0,0,0
288,n/a,n/a,0,0,0,0
289,n/a,n/a,0,0,0,0
290,n/a,n/a,0,0,0,0
291,n/a,n/a,0,0,0,0
292,n/a,n/a,0,0,0,0
293,n/a,n/a,0,0,0,0
294,n/a,n/a,0,0,0,0
295,n/a,n/a,0,0,0,0
296,n/a,n/a,0,0,0,0
297,n/a,n/a,0,0,0,0
298,n/a,n/a,0,0,0,0
299,n/a,n/a,0,0,0,0
300,n/a,n/a,0,0,0,0
301,n/a,n/a,0,0,0,0
302,n/a,n/a,0,0,0,0
303,n/a,n/a,0,0,0,0
304,n/a,n/a,0,0,0,0
305,n/a,n/a,0,0,0,0
306,n/a,n/a,0,0,0,0
307,n/a,n/a,0,0,0,0
308,n/a,n/a,0,0,0,0
309,n/a,n/a,0,0,0,0
310,n/a,n/a,0,0,0,0
311,n/a,n/a,0,0,0,0
312,n/a,n/a,0,0,0,0
313,n/a,n/a,0,0,0,0
314,n/a,n/a,0,0,0,0
315,n/a,n/a,0,0,0,0
316,n/a,n/a,0,0,0,0
317,n/a,n/a,0,0,0,0
318,n/a,n/a,0,0,0,0
319,n/a,n/a,0,0,0,0
320,n/a,n/a,0,0,0,0
321,n/a,n/a,0,0,0,0
322,n/a,n/a,0,0,0,0
323,n/a,n/a,0,0,0,0
324,n/a,n/a,0,0,0,0
325,n/a,n/a,0,0,0,0
326,n/a,n/a,0,0,0,0
327,n/a,n/a,0,0,0,0
328,n/a,n/a,0,0,0,0
329,n/a,n/a,0,0,0,0
330,n/a,n/a,0,0,0,0
331,n/a,n/a,0,0,0,0
332,n/a,n/a,0,0,0,0
333,n/a,n/a,0,0,0,0
334,n/a,n/a,0,0,0,0
335,n/a,n/a,0,0,0,0
336,n/a,n/a,0,0,0,0
337,n/a,n/a,0,0,0,0
338,n/a,n/a,0,0,0,0
339,n/a,n/a,0,0,0,0
340,n/a,n/a,0,0,0,0
341,n/a,n/a,0,0,0,0
342,n/a,n/a,0,0,0,0
343,n/a,n/a,0,0,0,0
344,n/a,n/a,0,0,0,0
345,n/a,n/a,0,0,0,0
346,n/a,n/a,0,0,0,0
347,n/a,n/a,0,0,0,0
348,n/a,n/a,0,0,0,0
349,n/a,n/a,0,0,0,0
350,n/a,n/a,0,0,0,0
351,n/a,n/a,0,0,0,0
352,n/a,n/a,0,0,0,0
353,n/a,n/a,0,0,0,0
354,n/a,n/a,0,0,0,0
355,n/a,n/a,0,0,0,0
356,n/a,n/a,0,0,0,0
357,n/a,n/a,0,0,0,0
358,n/a,n/a,0,0,0,0
359,n/a,n/a,0,0,0,0
360,n/a,n/a,0,0,0,0
361,n/a,n/a,0,0,0,0
362,n/a,n/a,0,0,0,0
363,n/a,n/a,0,0,0,0
364,n/a,n/a,0,0,0,0
365,n/a,n/a,0,0,0,0
366,n/a,n/a,0,0,0,0
367,n/a,n/a,0,0,0,0
368,n/a,n/a,0,0,0,0
369,n/a,n/a,0,0,0,0
370,n/a,n/a,0,0,0,0
371,n/a,n/a,0,0,0,0
372,n/a,n/a,0,0,0,0
373,n/a,n/a,0,0,0,0
374,n/a,n/a,0,0,0,0
375,n/a,n/a,0,0,0,0
376,n/a,n/a,0,0,0,0
377,n/a,n/a,0,0,0,0
378,n/a,n/a,0,0,0,0
379,n/a,n/a,0,0,0,0
380,n/a,n/a,0,0,0,0
381,n/a,n/a,0,0,0,0
382,n/a,n/a,0,0,0,0
383,n/a,n/a,0,0,0,0
384,n/a,n/a,0,0,0,0
385,n/a,n/a,0,0,0,0
386,n/a,n/a,0,0,0,0
387,n/a,n/a,0,0,0,0
388,n/a,n/a,0,0,0,0
389,n/a,n/a,0,0,0,0
390,n/a,n/a,0,0,0,0
391,n/a,n/a,0,0,0,0
392,n/a,n/a,0,0,0,0
393,n/a,n/a,0,0,0,0
394,n/a,n/a,0,0,0,0
395,n/a,n/a,0,0,0,0
396,n/a,n/a,0,0,0,0
397,n/a,n/a,0,0,0,0
398,n/a,n/a,0,0,0,0
399,n/a,n/a,0,0,0,0
400,n/a,n/a,0,0,0,0
401,n/a,n/a,0,0,0,0
402,n/a,n/a,0,0,0,0
403,n/a,n/a,0,0,0,0
404,n/a,n/a,0,0,0,0
405,n/a,n/a,0,0,0,0
406,n/a,n/a,0,0,0,0
407,n/a,n/a,0,0,0,0
408,n/a,n/a,0,0,0,0
409,n/a,n/a,0,0,0,0
410,n/a,n/a,0,0,0,0
411,n/a,n/a,0,0,0,0
412,n/a,n/a,0,0,0,0
413,n/a,n/a,0,0,0,0
414,n/a,n/a,0,0,0,0
415,n/a,n/a,0,0,0,0
416,n/a,n/a,0,0,0,0
417,n/a,n/a,0,0,0,0
418,n/a,n/a,0,0,0,0
419,n/a,n/a,0,0,0,0
420,n/a,n/a,0,0,0,0
421,n/a,n/a,0,0,0,0
422,n/a,n/a,0,0,0,0
423,n/a,n/a,0,0,0,0
424,n/a,n/a,0,0,0,0
425,n/a,n/a,0,0,0,0
426,n/a,n/a,0,0,0,0
427,n/a,n/a,0,0,0,0
428,n/a,n/a,0,0,0,0
429,n/a,n/a,0,0,0,0
430,n/a,n/a,0,0,0,0
431,n/a,n/a,0,0,0,0
432,n/a,n/a,0,0,0,0
433,n/a,n/a,0,0,0,0
434,n/a,n/a,0,0,0,0
435,n/a,n/a,0,0,0,0
436,n/a,n/a,0,0,0,0
437,n/a,n/a,0,0,0,0
438,n/a,n/a,0,0,0,0
439,n/a,n/a,0,0,0,0
440,n/a,n/a,0,0,0,0
441,n/a,n/a,0,0,0,0
442,n/a,n/a,0,0,0,0
443,n/a,n/a,0,0,0,0
444,n/a,n/a,0,0,0,0
445,n/a,n/a,0,0,0,0
446,n/a,n/a,0,0,0,0
447,n/a,n/a,0,0,0,0
448,n/a,n/a,0,0,0,0
449,n/a,n/a,0,0,0,0
450,n/a,n/a,0,0,0,0
451,n/a,n/a,0,0,0,0
452,n/a,n/a,0,0,0,0
453,n/a,n/a,0,0,0,0
454,n/a,n/a,0,0,0,0
455,n/a,n/a,0,0,0,0
456,n/a,n/a,0,0,0,0
457,n/a,n/a,0,0,0,0
458,n/a,n/a,0,0,0,0
459,n/a,n/a,0,0,0,0
460,n/a,n/a,0,0,0,0
461,n/a,n/a,0,0,0,0
462,n/a,n/a,0,0,0,0
463,n/a,n/a,0,0,0,0
464,n/a,n/a,0,0,0,0
465,n/a,n/a,0,0,0,0
466,n/a,n/a,0,0,0,0
467,n/a,n/a,0,0,0,0
468,n/a,n/a,0,0,0,0
469,n/a,n/a,0,0,0,0
470,n/a,n/a,0,0,0,0
471,n/a,n/a,0,0,0,0
472,n/a,n/a,0,0,0,0
473,n/a,n/a,0,0,0,0
474,n/a,n/a,0,0,0,0
475,n/a,n/a,0,0,0,0
476,n/a,n/a,0,0,0,0
477,n/a,n/a,0,0,0,0
478,n/a,n/a,0,0,0,0
479,n/a,n/a,0,0,0,0
480,n/a,n/a,0,0,0,0
481,n/a,n/a,0,0,0,0
482,n/a,n/a,0,0,0,0
483,n/a,n/a,0,0,0,0
484,n/a,n/a,0,0,0,0
485,n/a,n/a,0,0,0,0
486,n/a,n/a,0,0,0,0
487,n/a,n/a,0,0,0,0
488,n/a,n/a,0,0,0,0
489,n/a,n/a,0,0,0,0
490,n/a,n/a,0,0,0,0
491,n/a,n/a,0,0,0,0
492,n/a,n/a,0,0,0,0
493,n/a,n/a,0,0,0,0
494,n/a,n/a,0,0,0,0
495,n/a,n/a,0,0,0,0
496,n/a,n/a,0,0,0,0
